,City,Card_Type,Exp_Type,Gender,Amount,Year,Month
428,"Ahmedabad, India",Silver,Bills,F,25948.0,2014,July
429,"Greater Mumbai, India",Silver,Bills,F,120188.0,2015,January
430,"Greater Mumbai, India",Signature,Bills,F,8259.0,2014,December
431,"Delhi, India",Signature,Bills,F,285830.0,2014,April
432,"Bengaluru, India",Gold,Bills,F,67039.0,2015,April
433,"Ahmedabad, India",Gold,Bills,F,14370.0,2014,July
434,"Ahmedabad, India",Platinum,Bills,F,54304.0,2014,October
435,"Greater Mumbai, India",Gold,Bills,F,188856.0,2013,October
436,"Ahmedabad, India",Gold,Bills,F,44635.0,2014,January
437,"Greater Mumbai, India",Platinum,Bills,F,227273.0,2013,November
438,"Delhi, India",Gold,Bills,F,234200.0,2014,March
439,"Delhi, India",Signature,Bills,F,79053.0,2014,December
440,"Greater Mumbai, India",Silver,Bills,F,49711.0,2015,March
441,"Greater Mumbai, India",Signature,Bills,F,203463.0,2014,October
442,"Bengaluru, India",Signature,Bills,F,196985.0,2014,July
443,"Greater Mumbai, India",Gold,Bills,F,246457.0,2015,April
444,"Delhi, India",Platinum,Bills,F,88344.0,2013,November
445,"Bengaluru, India",Signature,Bills,F,167457.0,2014,August
446,"Bengaluru, India",Gold,Bills,F,254598.0,2014,March
447,"Delhi, India",Platinum,Bills,F,102486.0,2014,January
448,"Greater Mumbai, India",Silver,Bills,F,159428.0,2014,January
449,"Bengaluru, India",Platinum,Bills,F,296987.0,2014,January
450,"Ahmedabad, India",Signature,Bills,F,89418.0,2015,February
451,"Delhi, India",Signature,Bills,F,77247.0,2015,February
452,"Bengaluru, India",Gold,Bills,F,66542.0,2014,January
453,"Greater Mumbai, India",Silver,Bills,F,194526.0,2014,November
454,"Bengaluru, India",Signature,Bills,F,178119.0,2014,July
455,"Bengaluru, India",Gold,Bills,F,258653.0,2014,May
456,"Delhi, India",Silver,Bills,F,97425.0,2014,November
457,"Delhi, India",Gold,Bills,F,223185.0,2014,May
458,"Greater Mumbai, India",Gold,Bills,F,224750.0,2015,January
459,"Ahmedabad, India",Signature,Bills,F,103363.0,2014,January
460,"Greater Mumbai, India",Platinum,Bills,F,49090.0,2014,November
461,"Bengaluru, India",Platinum,Bills,F,140584.0,2014,November
462,"Delhi, India",Platinum,Bills,F,61272.0,2014,June
463,"Delhi, India",Silver,Bills,F,25200.0,2014,January
464,"Greater Mumbai, India",Signature,Bills,F,249893.0,2013,December
465,"Bengaluru, India",Gold,Bills,F,91325.0,2014,May
466,"Greater Mumbai, India",Silver,Bills,F,81641.0,2014,April
467,"Greater Mumbai, India",Platinum,Bills,F,267700.0,2015,April
468,"Greater Mumbai, India",Silver,Food,F,193429.0,2014,November
469,"Ahmedabad, India",Gold,Food,F,97674.0,2014,April
470,"Bengaluru, India",Silver,Food,F,222579.0,2014,March
471,"Bengaluru, India",Platinum,Food,F,194846.0,2015,March
472,"Greater Mumbai, India",Signature,Food,F,62690.0,2015,February
473,"Greater Mumbai, India",Signature,Food,F,225614.0,2015,February
474,"Ahmedabad, India",Signature,Food,F,13879.0,2013,October
475,"Ahmedabad, India",Gold,Food,F,279579.0,2015,February
476,"Bengaluru, India",Gold,Food,F,253183.0,2014,September
477,"Bengaluru, India",Signature,Food,F,183197.0,2014,May
478,"Bengaluru, India",Gold,Food,F,260046.0,2014,August
479,"Bengaluru, India",Gold,Food,F,95981.0,2014,July
480,"Bengaluru, India",Gold,Food,F,157399.0,2014,March
481,"Delhi, India",Signature,Food,F,140041.0,2014,February
482,"Ahmedabad, India",Platinum,Food,F,288339.0,2014,January
483,"Ahmedabad, India",Platinum,Food,F,49494.0,2014,January
484,"Bengaluru, India",Platinum,Food,F,43954.0,2015,April
485,"Bengaluru, India",Platinum,Food,F,35543.0,2013,November
486,"Greater Mumbai, India",Signature,Food,F,12982.0,2014,January
487,"Delhi, India",Platinum,Food,F,213140.0,2014,April
488,"Greater Mumbai, India",Platinum,Food,F,95741.0,2013,October
489,"Bengaluru, India",Platinum,Food,F,129144.0,2013,December
490,"Ahmedabad, India",Gold,Food,F,115551.0,2014,March
491,"Bengaluru, India",Gold,Food,F,57961.0,2014,April
492,"Ahmedabad, India",Silver,Food,F,209527.0,2015,January
493,"Ahmedabad, India",Gold,Food,F,15892.0,2014,July
494,"Bengaluru, India",Signature,Food,F,155659.0,2013,December
495,"Greater Mumbai, India",Silver,Food,F,246215.0,2014,June
496,"Greater Mumbai, India",Signature,Food,F,149465.0,2014,October
497,"Ahmedabad, India",Gold,Food,F,259694.0,2014,August
498,"Delhi, India",Silver,Food,F,70009.0,2014,February
499,"Greater Mumbai, India",Gold,Food,F,233391.0,2015,January
500,"Ahmedabad, India",Silver,Food,F,35002.0,2014,August
501,"Ahmedabad, India",Silver,Food,F,156519.0,2015,April
502,"Bengaluru, India",Gold,Food,F,286786.0,2014,April
503,"Bengaluru, India",Signature,Food,F,173244.0,2014,September
504,"Bengaluru, India",Platinum,Food,F,195804.0,2014,December
505,"Ahmedabad, India",Platinum,Food,F,162827.0,2015,February
506,"Bengaluru, India",Signature,Food,F,20036.0,2015,January
507,"Bengaluru, India",Signature,Food,F,266125.0,2014,July
508,"Greater Mumbai, India",Signature,Food,F,156531.0,2014,March
509,"Ahmedabad, India",Signature,Food,F,288673.0,2014,October
510,"Ahmedabad, India",Signature,Food,F,67474.0,2014,October
511,"Delhi, India",Platinum,Food,F,220674.0,2014,September
512,"Greater Mumbai, India",Gold,Food,F,282988.0,2014,April
513,"Bengaluru, India",Signature,Food,F,206308.0,2014,August
514,"Bengaluru, India",Platinum,Food,F,243074.0,2014,November
515,"Ahmedabad, India",Signature,Food,F,247181.0,2015,April
516,"Greater Mumbai, India",Signature,Food,F,111842.0,2014,August
517,"Delhi, India",Gold,Food,F,277079.0,2015,March
518,"Delhi, India",Silver,Food,F,218638.0,2015,January
519,"Ahmedabad, India",Gold,Food,F,152216.0,2014,November
520,"Delhi, India",Signature,Food,F,42620.0,2015,April
521,"Ahmedabad, India",Gold,Food,F,101639.0,2014,January
522,"Greater Mumbai, India",Silver,Food,F,102966.0,2014,March
523,"Bengaluru, India",Platinum,Food,F,127650.0,2015,March
524,"Greater Mumbai, India",Platinum,Food,F,277737.0,2014,June
525,"Bengaluru, India",Signature,Food,F,251805.0,2015,March
526,"Ahmedabad, India",Signature,Food,F,288284.0,2014,February
527,"Bengaluru, India",Gold,Food,F,125290.0,2013,October
528,"Bengaluru, India",Silver,Food,F,166602.0,2014,August
529,"Ahmedabad, India",Silver,Food,F,219097.0,2014,April
530,"Bengaluru, India",Gold,Food,F,34082.0,2015,March
531,"Bengaluru, India",Silver,Food,F,20573.0,2014,May
532,"Bengaluru, India",Platinum,Food,F,245056.0,2013,October
533,"Ahmedabad, India",Signature,Food,F,131847.0,2013,December
534,"Delhi, India",Platinum,Food,F,276873.0,2015,January
535,"Bengaluru, India",Silver,Food,F,138342.0,2014,May
536,"Ahmedabad, India",Signature,Food,F,137292.0,2015,January
537,"Ahmedabad, India",Signature,Food,F,147750.0,2014,March
538,"Bengaluru, India",Signature,Food,F,2397.0,2013,October
539,"Bengaluru, India",Gold,Food,F,31051.0,2014,July
540,"Delhi, India",Signature,Food,F,55137.0,2014,October
541,"Greater Mumbai, India",Gold,Food,F,136040.0,2013,November
542,"Ahmedabad, India",Platinum,Food,F,181721.0,2014,December
543,"Delhi, India",Signature,Food,F,81753.0,2014,March
544,"Ahmedabad, India",Platinum,Food,F,266386.0,2014,November
545,"Ahmedabad, India",Silver,Food,F,259008.0,2015,May
546,"Greater Mumbai, India",Silver,Food,F,250995.0,2015,March
547,"Delhi, India",Signature,Food,F,232155.0,2014,October
548,"Greater Mumbai, India",Silver,Food,F,48012.0,2014,February
549,"Delhi, India",Signature,Food,F,296543.0,2015,January
550,"Greater Mumbai, India",Signature,Food,F,246893.0,2014,December
551,"Ahmedabad, India",Platinum,Food,F,95807.0,2015,March
552,"Ahmedabad, India",Platinum,Food,F,165278.0,2014,August
553,"Ahmedabad, India",Silver,Food,F,191618.0,2014,August
554,"Greater Mumbai, India",Silver,Food,F,159718.0,2015,April
555,"Ahmedabad, India",Gold,Food,F,213552.0,2014,November
556,"Greater Mumbai, India",Gold,Food,F,249061.0,2015,May
557,"Delhi, India",Silver,Food,F,279377.0,2014,February
558,"Delhi, India",Silver,Food,F,233694.0,2014,December
559,"Bengaluru, India",Silver,Food,F,102362.0,2014,June
560,"Bengaluru, India",Silver,Food,F,108296.0,2014,September
561,"Bengaluru, India",Gold,Food,F,258275.0,2015,April
562,"Bengaluru, India",Silver,Food,F,194260.0,2014,October
563,"Bengaluru, India",Gold,Food,F,167903.0,2015,April
564,"Ahmedabad, India",Silver,Food,F,128266.0,2015,January
565,"Bengaluru, India",Signature,Food,F,268543.0,2015,January
566,"Ahmedabad, India",Signature,Food,F,30653.0,2014,March
567,"Greater Mumbai, India",Signature,Food,F,189981.0,2015,January
568,"Delhi, India",Gold,Food,F,230325.0,2015,April
569,"Greater Mumbai, India",Signature,Food,F,176871.0,2015,March
570,"Greater Mumbai, India",Platinum,Food,F,171241.0,2014,December
571,"Greater Mumbai, India",Silver,Food,F,91846.0,2014,March
572,"Delhi, India",Silver,Food,F,162813.0,2013,November
573,"Delhi, India",Silver,Food,F,28569.0,2014,November
574,"Bengaluru, India",Silver,Food,F,231827.0,2014,November
575,"Delhi, India",Silver,Food,F,281283.0,2015,March
576,"Bengaluru, India",Silver,Food,F,291358.0,2013,October
577,"Delhi, India",Signature,Food,F,288888.0,2014,July
578,"Delhi, India",Gold,Food,F,283575.0,2014,November
579,"Greater Mumbai, India",Silver,Food,F,132827.0,2014,July
580,"Delhi, India",Silver,Food,F,200721.0,2014,August
581,"Ahmedabad, India",Signature,Food,F,190220.0,2014,January
582,"Ahmedabad, India",Signature,Food,F,265508.0,2015,February
583,"Greater Mumbai, India",Platinum,Food,F,298838.0,2013,December
584,"Greater Mumbai, India",Silver,Food,F,203106.0,2014,January
585,"Ahmedabad, India",Platinum,Food,F,196647.0,2014,October
586,"Delhi, India",Gold,Food,F,136602.0,2015,January
587,"Greater Mumbai, India",Gold,Food,F,236980.0,2014,February
588,"Greater Mumbai, India",Signature,Food,F,59121.0,2014,March
589,"Bengaluru, India",Silver,Food,F,193944.0,2014,January
590,"Greater Mumbai, India",Platinum,Food,F,109857.0,2014,August
591,"Bengaluru, India",Signature,Food,F,57768.0,2013,October
592,"Ahmedabad, India",Gold,Food,F,207196.0,2014,August
593,"Ahmedabad, India",Platinum,Food,F,8056.0,2014,August
594,"Ahmedabad, India",Platinum,Food,F,178478.0,2015,January
595,"Bengaluru, India",Platinum,Food,F,246046.0,2014,August
596,"Ahmedabad, India",Platinum,Food,F,192382.0,2014,April
597,"Greater Mumbai, India",Gold,Food,F,19158.0,2014,October
598,"Greater Mumbai, India",Platinum,Food,F,9552.0,2014,December
599,"Delhi, India",Platinum,Food,F,276862.0,2015,March
600,"Bengaluru, India",Silver,Food,F,147958.0,2014,November
601,"Greater Mumbai, India",Gold,Food,F,151436.0,2014,September
602,"Ahmedabad, India",Signature,Food,F,271595.0,2014,November
603,"Bengaluru, India",Platinum,Food,F,8115.0,2014,December
604,"Greater Mumbai, India",Silver,Food,F,73172.0,2014,July
605,"Delhi, India",Signature,Food,F,196816.0,2014,September
606,"Ahmedabad, India",Signature,Food,F,162829.0,2014,February
607,"Bengaluru, India",Signature,Food,F,252669.0,2013,October
608,"Ahmedabad, India",Gold,Food,F,54746.0,2014,February
609,"Bengaluru, India",Platinum,Food,F,108079.0,2013,November
610,"Ahmedabad, India",Platinum,Food,F,240804.0,2015,March
611,"Ahmedabad, India",Silver,Food,F,11289.0,2015,March
612,"Bengaluru, India",Silver,Food,F,127020.0,2014,November
613,"Greater Mumbai, India",Signature,Food,F,114777.0,2014,April
614,"Delhi, India",Platinum,Food,F,88003.0,2015,January
615,"Delhi, India",Silver,Food,F,153154.0,2014,December
616,"Bengaluru, India",Gold,Food,F,114863.0,2014,October
617,"Bengaluru, India",Gold,Food,F,126912.0,2014,July
618,"Bengaluru, India",Platinum,Food,F,12621.0,2013,December
619,"Bengaluru, India",Silver,Food,F,248699.0,2014,September
620,"Ahmedabad, India",Gold,Food,F,232388.0,2015,April
621,"Delhi, India",Silver,Food,F,168039.0,2013,November
622,"Delhi, India",Silver,Food,F,122944.0,2013,October
623,"Bengaluru, India",Platinum,Food,F,171746.0,2014,May
624,"Greater Mumbai, India",Platinum,Food,F,168495.0,2014,August
625,"Ahmedabad, India",Signature,Food,F,252614.0,2014,September
626,"Greater Mumbai, India",Platinum,Food,F,233161.0,2015,April
627,"Greater Mumbai, India",Gold,Food,F,85459.0,2013,November
628,"Ahmedabad, India",Signature,Food,F,156075.0,2014,March
629,"Greater Mumbai, India",Signature,Food,F,161329.0,2014,July
630,"Greater Mumbai, India",Gold,Food,F,183105.0,2014,January
631,"Delhi, India",Signature,Food,F,252691.0,2014,November
632,"Delhi, India",Gold,Food,F,221345.0,2015,April
633,"Ahmedabad, India",Platinum,Food,F,131014.0,2014,June
634,"Ahmedabad, India",Gold,Food,F,21571.0,2013,December
635,"Greater Mumbai, India",Silver,Food,F,152307.0,2013,October
636,"Greater Mumbai, India",Platinum,Food,F,193060.0,2015,March
637,"Bengaluru, India",Silver,Food,F,133084.0,2015,January
638,"Ahmedabad, India",Gold,Food,F,194361.0,2014,May
639,"Ahmedabad, India",Silver,Food,F,286369.0,2014,September
640,"Greater Mumbai, India",Silver,Food,F,294814.0,2013,December
641,"Bengaluru, India",Gold,Food,F,276647.0,2014,October
642,"Greater Mumbai, India",Signature,Food,F,269712.0,2013,December
643,"Bengaluru, India",Silver,Food,F,167306.0,2013,December
644,"Greater Mumbai, India",Silver,Food,F,102247.0,2014,November
645,"Bengaluru, India",Platinum,Food,F,169677.0,2014,October
646,"Greater Mumbai, India",Signature,Food,F,253586.0,2014,July
647,"Delhi, India",Gold,Food,F,285567.0,2014,April
648,"Ahmedabad, India",Signature,Food,F,155529.0,2013,October
649,"Delhi, India",Platinum,Food,F,214039.0,2014,November
650,"Greater Mumbai, India",Signature,Food,F,25392.0,2015,January
651,"Ahmedabad, India",Platinum,Food,F,157972.0,2015,March
652,"Greater Mumbai, India",Silver,Food,F,200754.0,2014,June
653,"Delhi, India",Silver,Food,F,24981.0,2014,February
654,"Delhi, India",Silver,Food,F,223418.0,2014,June
655,"Bengaluru, India",Signature,Food,F,23309.0,2014,August
656,"Bengaluru, India",Signature,Food,F,85771.0,2014,March
657,"Delhi, India",Silver,Food,F,189297.0,2015,January
658,"Greater Mumbai, India",Gold,Food,F,125003.0,2014,March
659,"Ahmedabad, India",Silver,Food,F,226929.0,2015,February
660,"Greater Mumbai, India",Silver,Food,F,176275.0,2015,February
661,"Bengaluru, India",Platinum,Food,F,253338.0,2015,February
662,"Ahmedabad, India",Signature,Food,F,213508.0,2014,July
663,"Delhi, India",Platinum,Food,F,147766.0,2014,January
664,"Bengaluru, India",Signature,Food,F,275085.0,2014,July
665,"Ahmedabad, India",Platinum,Food,F,40010.0,2014,November
666,"Ahmedabad, India",Signature,Food,F,66775.0,2014,November
667,"Ahmedabad, India",Platinum,Food,F,292554.0,2014,November
668,"Delhi, India",Platinum,Food,F,263104.0,2014,November
669,"Delhi, India",Platinum,Food,F,154806.0,2014,November
670,"Bengaluru, India",Gold,Food,F,129650.0,2015,January
671,"Ahmedabad, India",Signature,Food,F,249446.0,2015,January
672,"Bengaluru, India",Signature,Food,F,135794.0,2014,August
673,"Ahmedabad, India",Platinum,Food,F,16468.0,2014,August
674,"Greater Mumbai, India",Gold,Food,F,185621.0,2014,January
675,"Delhi, India",Platinum,Food,F,279320.0,2014,September
676,"Greater Mumbai, India",Platinum,Food,F,271787.0,2013,December
677,"Ahmedabad, India",Silver,Food,F,64241.0,2013,October
678,"Bengaluru, India",Platinum,Food,F,297737.0,2014,March
679,"Bengaluru, India",Gold,Food,F,192039.0,2014,June
680,"Delhi, India",Gold,Food,F,39866.0,2015,April
681,"Bengaluru, India",Gold,Food,F,112782.0,2014,August
682,"Delhi, India",Gold,Food,F,113433.0,2013,October
683,"Greater Mumbai, India",Gold,Food,F,95081.0,2015,May
684,"Bengaluru, India",Signature,Food,F,148769.0,2013,November
685,"Ahmedabad, India",Gold,Food,F,161873.0,2013,December
686,"Bengaluru, India",Gold,Food,F,225071.0,2015,February
687,"Delhi, India",Gold,Food,F,260239.0,2015,March
688,"Greater Mumbai, India",Gold,Food,F,161682.0,2015,March
689,"Greater Mumbai, India",Signature,Food,F,59926.0,2014,November
690,"Bengaluru, India",Platinum,Food,F,22964.0,2014,May
691,"Greater Mumbai, India",Platinum,Food,F,48570.0,2013,October
692,"Bengaluru, India",Silver,Food,F,52970.0,2014,October
693,"Bengaluru, India",Platinum,Food,F,13160.0,2015,February
694,"Ahmedabad, India",Gold,Food,F,295163.0,2014,May
695,"Bengaluru, India",Silver,Food,F,158649.0,2015,April
696,"Delhi, India",Platinum,Food,F,120780.0,2013,October
697,"Bengaluru, India",Signature,Food,F,72366.0,2015,March
698,"Greater Mumbai, India",Silver,Food,F,281805.0,2015,January
699,"Bengaluru, India",Platinum,Food,F,197325.0,2014,June
700,"Bengaluru, India",Platinum,Food,F,167243.0,2014,December
701,"Delhi, India",Signature,Food,F,34451.0,2014,September
702,"Ahmedabad, India",Gold,Food,F,30120.0,2014,September
703,"Delhi, India",Silver,Food,F,189018.0,2013,November
704,"Bengaluru, India",Silver,Food,F,237971.0,2014,November
705,"Bengaluru, India",Gold,Food,F,71741.0,2015,April
706,"Ahmedabad, India",Signature,Food,F,231370.0,2013,December
707,"Greater Mumbai, India",Gold,Food,F,166896.0,2015,May
708,"Delhi, India",Signature,Food,F,116086.0,2014,July
709,"Delhi, India",Signature,Food,F,35506.0,2014,March
710,"Ahmedabad, India",Signature,Food,F,247122.0,2014,February
711,"Bengaluru, India",Platinum,Food,F,230876.0,2014,October
712,"Bengaluru, India",Signature,Food,F,20358.0,2015,April
713,"Delhi, India",Platinum,Food,F,162487.0,2015,May
714,"Bengaluru, India",Signature,Food,F,245076.0,2014,April
715,"Greater Mumbai, India",Silver,Food,F,217488.0,2014,August
716,"Ahmedabad, India",Gold,Food,F,23818.0,2014,August
717,"Bengaluru, India",Platinum,Food,F,298295.0,2015,March
718,"Delhi, India",Signature,Food,F,264509.0,2014,March
719,"Delhi, India",Platinum,Food,F,127526.0,2015,May
720,"Greater Mumbai, India",Platinum,Food,F,158856.0,2013,December
721,"Ahmedabad, India",Silver,Food,F,233893.0,2014,September
722,"Delhi, India",Gold,Food,F,61388.0,2014,March
723,"Delhi, India",Signature,Food,F,149081.0,2014,January
724,"Ahmedabad, India",Gold,Food,F,103225.0,2015,April
725,"Ahmedabad, India",Gold,Food,F,254211.0,2015,January
726,"Delhi, India",Silver,Food,F,64034.0,2014,August
727,"Bengaluru, India",Signature,Food,F,27479.0,2014,June
728,"Greater Mumbai, India",Platinum,Food,F,175112.0,2014,March
729,"Greater Mumbai, India",Platinum,Food,F,9001.0,2014,January
730,"Bengaluru, India",Platinum,Food,F,115150.0,2014,March
731,"Bengaluru, India",Gold,Food,F,15615.0,2014,March
732,"Greater Mumbai, India",Gold,Food,F,56905.0,2014,January
733,"Ahmedabad, India",Signature,Food,F,83916.0,2014,November
734,"Delhi, India",Signature,Food,F,123754.0,2015,May
735,"Greater Mumbai, India",Platinum,Food,F,81289.0,2014,November
736,"Delhi, India",Gold,Food,F,70494.0,2015,April
737,"Ahmedabad, India",Gold,Food,F,268849.0,2014,August
738,"Delhi, India",Gold,Food,F,154645.0,2014,August
739,"Ahmedabad, India",Gold,Food,F,187546.0,2014,April
740,"Ahmedabad, India",Silver,Food,F,209232.0,2015,January
741,"Bengaluru, India",Platinum,Food,F,9999.0,2014,March
742,"Delhi, India",Platinum,Food,F,106503.0,2015,February
743,"Ahmedabad, India",Platinum,Food,F,183105.0,2015,February
744,"Bengaluru, India",Platinum,Food,F,14531.0,2013,December
745,"Ahmedabad, India",Signature,Food,F,75187.0,2015,January
746,"Delhi, India",Platinum,Food,F,241709.0,2015,May
747,"Bengaluru, India",Gold,Food,F,41266.0,2013,October
748,"Ahmedabad, India",Signature,Food,F,151734.0,2015,January
749,"Delhi, India",Silver,Food,F,49249.0,2014,July
750,"Ahmedabad, India",Silver,Food,F,7448.0,2015,May
751,"Bengaluru, India",Silver,Food,F,38146.0,2014,March
752,"Greater Mumbai, India",Silver,Food,F,130542.0,2014,September
753,"Delhi, India",Silver,Food,F,267807.0,2014,September
